#
#
#
#---------------------------------------------------------------
# DATAFILE:   NO2_Vandaele(1998)_220K_238-667nm.txt
# NAME:   nitrogen dioxide
# FORMULA:    NO2
# AUTHOR(YEAR):   Vandaele(1998)
# T:  220K, 294K
# λ:  238-667nm
# BIBLIOGRAPHY:   A.C. Vandaele, C. Hermans, P.C. Simon, M. Carleer, R. Colins, S. Fally, 
# M.F. Mérienne, A. Jenouvrier, and B. Coquart, 
# "Measurements of the NO2 absorption cross-sections from 42000 cm-1 to 10000 cm-1 (238-1000 nm) at 220 K and 294 K", 
# J. Quant. Spectrosc. Radiat. Transfer 59, 171-184 (1998); DOI: 10.1016/S0022-4073(97)00168-4
# COMMENTS:   Absorption measurements using a Fourier transform spectrometer at a spectral resolution of 2 cm-1 
# (0.01 nm at 240 nm to 0.2 nm at 1000 nm)
# Data file from the webpage of the Belgian Institute for Space Aeronomy
# http://spectrolab.aeronomie.be/index.htm
#
# data is downloaded from Spectral Atlas
#  Keller-Rudek, H., Moortgat, G. K., Sander, R., and Sörensen, R.: 
#  The MPI-Mainz UV/VIS spectral atlas of gaseous molecules of atmospheric interest, 
#  Earth Syst. Sci. Data, 5, 365–373, (2013), DOI: 10.5194/essd-5-365-2013
# 
# Non diluted NO2
# temperature = 220 K, 294 K
# pressures: from 0.007 to 2 torr
# path lengths: 20 and 60 m
# 
#  nm         220 K          294 K
 274.50655  0.374422E-19  0.402759E-19
 274.51382  0.375064E-19  0.400456E-19
 274.52109  0.375962E-19  0.400022E-19
 274.52836  0.377087E-19  0.399606E-19
 274.53563  0.378403E-19  0.398695E-19
 274.54290  0.379871E-19  0.402071E-19
 274.55017  0.381445E-19  0.400514E-19
 274.55744  0.383081E-19  0.400400E-19
 274.56471  0.384730E-19  0.401223E-19
 274.57198  0.386348E-19  0.401275E-19
 274.57926  0.387891E-19  0.403993E-19
 274.58653  0.389317E-19  0.402322E-19
 274.59380  0.390592E-19  0.400765E-19
 274.60107  0.391686E-19  0.401884E-19
 274.60835  0.392575E-19  0.398837E-19
 274.61562  0.393244E-19  0.399870E-19
 274.62290  0.393684E-19  0.404415E-19
 274.63017  0.393894E-19  0.400526E-19
 274.63745  0.393880E-19  0.399346E-19
 274.64472  0.393656E-19  0.400700E-19
 274.65200  0.393241E-19  0.401022E-19
 274.65927  0.392660E-19  0.403505E-19
 274.66655  0.391942E-19  0.403098E-19
 274.67383  0.391120E-19  0.403485E-19
 274.68111  0.390230E-19  0.402541E-19
 274.68838  0.389305E-19  0.401289E-19
 274.69566  0.388382E-19  0.402361E-19
 274.70294  0.387493E-19  0.403240E-19
 274.71022  0.386669E-19  0.401593E-19
 274.71750  0.385937E-19  0.400749E-19
 274.72478  0.385320E-19  0.402281E-19
 274.73206  0.384833E-19  0.400737E-19
 274.73934  0.384489E-19  0.402793E-19
 274.74662  0.384293E-19  0.401198E-19
 274.75390  0.384245E-19  0.398892E-19
 274.76118  0.384339E-19  0.401569E-19
 274.76846  0.384565E-19  0.397806E-19
 274.77575  0.384907E-19  0.397615E-19
 274.78303  0.385346E-19  0.400162E-19
 274.79031  0.385861E-19  0.402160E-19
 274.79760  0.386428E-19  0.401144E-19
 274.80488  0.387023E-19  0.395564E-19
 274.81217  0.387621E-19  0.399698E-19
 274.81945  0.388200E-19  0.403653E-19
 274.82674  0.388739E-19  0.399047E-19
 274.83402  0.389220E-19  0.399309E-19
 274.84131  0.389627E-19  0.404074E-19
 274.84859  0.389951E-19  0.402758E-19
 274.85588  0.390186E-19  0.398652E-19
 274.86317  0.390328E-19  0.398975E-19
 274.87045  0.390380E-19  0.401851E-19
 274.87774  0.390348E-19  0.399445E-19
 274.88503  0.390243E-19  0.398454E-19
 274.89232  0.390075E-19  0.403168E-19
 274.89961  0.389861E-19  0.400820E-19
 274.90690  0.389617E-19  0.397943E-19
 274.91419  0.389360E-19  0.399342E-19
 274.92148  0.389106E-19  0.402035E-19
 274.92877  0.388871E-19  0.404277E-19
 274.93606  0.388670E-19  0.398809E-19
 274.94335  0.388513E-19  0.394160E-19
 274.95064  0.388410E-19  0.397690E-19
 274.95794  0.388365E-19  0.403273E-19
 274.96523  0.388379E-19  0.400311E-19
 274.97252  0.388450E-19  0.398101E-19
 274.97981  0.388571E-19  0.401207E-19
 274.98711  0.388733E-19  0.399301E-19
 274.99440  0.388922E-19  0.399426E-19
 275.00170  0.389124E-19  0.399806E-19
 275.00899  0.389321E-19  0.401190E-19
 275.01629  0.389495E-19  0.401850E-19
 275.02358  0.389628E-19  0.398041E-19
 275.03088  0.389702E-19  0.399836E-19
 275.03817  0.389701E-19  0.400397E-19
 275.04547  0.389610E-19  0.397042E-19
 275.05277  0.389418E-19  0.397389E-19
 275.06007  0.389118E-19  0.400143E-19
 275.06736  0.388706E-19  0.399569E-19
 275.07466  0.388182E-19  0.399859E-19
 275.08196  0.387552E-19  0.402432E-19
 275.08926  0.386824E-19  0.401766E-19
 275.09656  0.386011E-19  0.400234E-19
 275.10386  0.385132E-19  0.397391E-19
 275.11116  0.384204E-19  0.400990E-19
 275.11846  0.383251E-19  0.402732E-19
 275.12576  0.382296E-19  0.398427E-19
 275.13306  0.381363E-19  0.402340E-19
 275.14036  0.380478E-19  0.401573E-19
 275.14767  0.379662E-19  0.398434E-19
 275.15497  0.378938E-19  0.400446E-19
 275.16227  0.378323E-19  0.399873E-19
 275.16958  0.377832E-19  0.399182E-19
 275.17688  0.377476E-19  0.399124E-19
 275.18418  0.377261E-19  0.397787E-19
 275.19149  0.377188E-19  0.394487E-19
 275.19879  0.377254E-19  0.396390E-19
 275.20610  0.377452E-19  0.400466E-19
 275.21340  0.377768E-19  0.401715E-19
 275.22071  0.378187E-19  0.400558E-19
 275.22802  0.378688E-19  0.397313E-19
 275.23532  0.379250E-19  0.397313E-19
 275.24263  0.379849E-19  0.396417E-19
 275.24994  0.380459E-19  0.396321E-19
 275.25725  0.381057E-19  0.395970E-19
 275.26456  0.381618E-19  0.397355E-19
 275.27186  0.382121E-19  0.401137E-19
 275.27917  0.382547E-19  0.398583E-19
 275.28648  0.382880E-19  0.399186E-19
 275.29379  0.383108E-19  0.398467E-19
 275.30110  0.383224E-19  0.397960E-19
 275.30841  0.383225E-19  0.399870E-19
 275.31573  0.383111E-19  0.395076E-19
 275.32304  0.382889E-19  0.396965E-19
 275.33035  0.382569E-19  0.399126E-19
 275.33766  0.382162E-19  0.397245E-19
 275.34497  0.381687E-19  0.399123E-19
 275.35229  0.381161E-19  0.398581E-19
 275.35960  0.380603E-19  0.396149E-19
 275.36691  0.380034E-19  0.395842E-19
 275.37423  0.379474E-19  0.397287E-19
 275.38154  0.378941E-19  0.396625E-19
 275.38886  0.378451E-19  0.395840E-19
 275.39617  0.378020E-19  0.395730E-19
 275.40349  0.377656E-19  0.397086E-19
 275.41081  0.377368E-19  0.396233E-19
 275.41812  0.377159E-19  0.393943E-19
 275.42544  0.377026E-19  0.395804E-19
 275.43276  0.376966E-19  0.394397E-19
 275.44007  0.376969E-19  0.395742E-19
 275.44739  0.377024E-19  0.396121E-19
 275.45471  0.377116E-19  0.394064E-19
 275.46203  0.377229E-19  0.395114E-19
 275.46935  0.377343E-19  0.392321E-19
 275.47667  0.377441E-19  0.393402E-19
 275.48399  0.377505E-19  0.392472E-19
 275.49131  0.377518E-19  0.390705E-19
 275.49863  0.377465E-19  0.393197E-19
 275.50595  0.377333E-19  0.392223E-19
 275.51327  0.377115E-19  0.394099E-19
 275.52060  0.376805E-19  0.391679E-19
 275.52792  0.376402E-19  0.389108E-19
 275.53524  0.375910E-19  0.395301E-19
 275.54256  0.375337E-19  0.391985E-19
 275.54989  0.374693E-19  0.388914E-19
 275.55721  0.373994E-19  0.396072E-19
 275.56454  0.373258E-19  0.393064E-19
 275.57186  0.372506E-19  0.390929E-19
 275.57919  0.371759E-19  0.394006E-19
 275.58651  0.371041E-19  0.391417E-19
 275.59384  0.370373E-19  0.393206E-19
 275.60116  0.369777E-19  0.392710E-19
 275.60849  0.369274E-19  0.392399E-19
 275.61582  0.368878E-19  0.392686E-19
 275.62314  0.368604E-19  0.389439E-19
 275.63047  0.368460E-19  0.388508E-19
 275.63780  0.368450E-19  0.389246E-19
 275.64513  0.368576E-19  0.393218E-19
 275.65246  0.368830E-19  0.390797E-19
 275.65979  0.369204E-19  0.389921E-19
 275.66712  0.369683E-19  0.390999E-19
 275.67445  0.370249E-19  0.387292E-19
 275.68178  0.370881E-19  0.388173E-19
 275.68911  0.371554E-19  0.387724E-19
 275.69644  0.372242E-19  0.388243E-19
 275.70377  0.372921E-19  0.387824E-19
 275.71110  0.373562E-19  0.389892E-19
 275.71844  0.374142E-19  0.393152E-19
 275.72577  0.374639E-19  0.390787E-19
 275.73310  0.375032E-19  0.389805E-19
 275.74044  0.375307E-19  0.387774E-19
 275.74777  0.375452E-19  0.387766E-19
 275.75511  0.375461E-19  0.387470E-19
 275.76244  0.375333E-19  0.389090E-19
 275.76978  0.375073E-19  0.388712E-19
 275.77711  0.374691E-19  0.386813E-19
 275.78445  0.374201E-19  0.389928E-19
 275.79178  0.373622E-19  0.386011E-19
 275.79912  0.372976E-19  0.386772E-19
 275.80646  0.372290E-19  0.391856E-19
 275.81380  0.371590E-19  0.390992E-19
 275.82113  0.370907E-19  0.388258E-19
 275.82847  0.370268E-19  0.388238E-19
 275.83581  0.369701E-19  0.390312E-19
 275.84315  0.369232E-19  0.387257E-19
 275.85049  0.368884E-19  0.387288E-19
 275.85783  0.368675E-19  0.388672E-19
 275.86517  0.368622E-19  0.389330E-19
 275.87251  0.368733E-19  0.389555E-19
 275.87985  0.369012E-19  0.389268E-19
 275.88719  0.369459E-19  0.387843E-19
 275.89454  0.370067E-19  0.384714E-19
 275.90188  0.370825E-19  0.389370E-19
 275.90922  0.371715E-19  0.390846E-19
 275.91656  0.372718E-19  0.390294E-19
 275.92391  0.373810E-19  0.389556E-19
 275.93125  0.374962E-19  0.388327E-19
 275.93859  0.376147E-19  0.391137E-19
 275.94594  0.377336E-19  0.387496E-19
 275.95328  0.378500E-19  0.386732E-19
 275.96063  0.379610E-19  0.387970E-19
 275.96798  0.380641E-19  0.388257E-19
 275.97532  0.381571E-19  0.389753E-19
 275.98267  0.382380E-19  0.389784E-19
 275.99002  0.383054E-19  0.391457E-19
 275.99736  0.383583E-19  0.389403E-19
 276.00471  0.383962E-19  0.389279E-19
 276.01206  0.384191E-19  0.390670E-19
 276.01941  0.384274E-19  0.387158E-19
 276.02676  0.384221E-19  0.387957E-19
 276.03411  0.384046E-19  0.391663E-19
 276.04146  0.383766E-19  0.391427E-19
 276.04881  0.383401E-19  0.392253E-19
 276.05616  0.382974E-19  0.390908E-19
 276.06351  0.382507E-19  0.389077E-19
 276.07086  0.382024E-19  0.392256E-19
 276.07821  0.381550E-19  0.391189E-19
 276.08556  0.381106E-19  0.392829E-19
 276.09291  0.380712E-19  0.392860E-19
 276.10027  0.380386E-19  0.389607E-19
 276.10762  0.380141E-19  0.392512E-19
 276.11497  0.379989E-19  0.391743E-19
 276.12233  0.379935E-19  0.390492E-19
 276.12968  0.379983E-19  0.391157E-19
 276.13704  0.380130E-19  0.393597E-19
 276.14439  0.380371E-19  0.392473E-19
 276.15175  0.380699E-19  0.390037E-19
 276.15910  0.381100E-19  0.394406E-19
 276.16646  0.381561E-19  0.394518E-19
 276.17382  0.382066E-19  0.394322E-19
 276.18118  0.382598E-19  0.394743E-19
 276.18853  0.383140E-19  0.393699E-19
 276.19589  0.383675E-19  0.392747E-19
 276.20325  0.384187E-19  0.391931E-19
 276.21061  0.384663E-19  0.393488E-19
 276.21797  0.385091E-19  0.394687E-19
 276.22533  0.385462E-19  0.397234E-19
 276.23269  0.385771E-19  0.396873E-19
 276.24005  0.386016E-19  0.395151E-19
 276.24741  0.386198E-19  0.394402E-19
 276.25477  0.386323E-19  0.395731E-19
 276.26213  0.386400E-19  0.397241E-19
 276.26949  0.386438E-19  0.395924E-19
 276.27685  0.386454E-19  0.398367E-19
 276.28422  0.386462E-19  0.399681E-19
 276.29158  0.386480E-19  0.398943E-19
 276.29894  0.386528E-19  0.397483E-19
 276.30631  0.386622E-19  0.397783E-19
 276.31367  0.386782E-19  0.400056E-19
 276.32104  0.387024E-19  0.400211E-19
 276.32840  0.387363E-19  0.401073E-19
 276.33577  0.387810E-19  0.400350E-19
 276.34313  0.388376E-19  0.399738E-19
 276.35050  0.389065E-19  0.399646E-19
 276.35787  0.389880E-19  0.399976E-19
 276.36523  0.390818E-19  0.399084E-19
 276.37260  0.391874E-19  0.401795E-19
 276.37997  0.393037E-19  0.404240E-19
 276.38734  0.394295E-19  0.399348E-19
 276.39470  0.395630E-19  0.402613E-19
 276.40207  0.397023E-19  0.402972E-19
 276.40944  0.398451E-19  0.402161E-19
 276.41681  0.399891E-19  0.407537E-19
 276.42418  0.401317E-19  0.405495E-19
 276.43155  0.402704E-19  0.404976E-19
 276.43892  0.404027E-19  0.405993E-19
 276.44629  0.405262E-19  0.407305E-19
 276.45367  0.406387E-19  0.406780E-19
 276.46104  0.407381E-19  0.404259E-19
 276.46841  0.408227E-19  0.407593E-19
 276.47578  0.408912E-19  0.408607E-19
 276.48316  0.409426E-19  0.406344E-19
 276.49053  0.409762E-19  0.406465E-19
 276.49791  0.409919E-19  0.408039E-19
 276.50528  0.409900E-19  0.407579E-19
 276.51265  0.409710E-19  0.406991E-19
 276.52003  0.409361E-19  0.409478E-19
 276.52741  0.408866E-19  0.410331E-19
 276.53478  0.408244E-19  0.408573E-19
 276.54216  0.407514E-19  0.408447E-19
 276.54953  0.406699E-19  0.409586E-19
 276.55691  0.405823E-19  0.410427E-19
 276.56429  0.404912E-19  0.412555E-19
 276.57167  0.403991E-19  0.412317E-19
 276.57905  0.403086E-19  0.409370E-19
 276.58642  0.402221E-19  0.409352E-19
 276.59380  0.401421E-19  0.412481E-19
 276.60118  0.400705E-19  0.411711E-19
 276.60856  0.400094E-19  0.411494E-19
 276.61594  0.399603E-19  0.415110E-19
 276.62332  0.399245E-19  0.413739E-19
 276.63071  0.399030E-19  0.415089E-19
 276.63809  0.398966E-19  0.416280E-19
 276.64547  0.399054E-19  0.413412E-19
 276.65285  0.399294E-19  0.413541E-19
 276.66023  0.399682E-19  0.414075E-19
 276.66762  0.400213E-19  0.415747E-19
 276.67500  0.400877E-19  0.416073E-19
 276.68238  0.401663E-19  0.416347E-19
 276.68977  0.402556E-19  0.415267E-19
 276.69715  0.403543E-19  0.415317E-19
 276.70454  0.404607E-19  0.418825E-19
 276.71192  0.405733E-19  0.418610E-19
 276.71931  0.406903E-19  0.418893E-19
 276.72670  0.408103E-19  0.419632E-19
 276.73408  0.409315E-19  0.420402E-19
 276.74147  0.410528E-19  0.420065E-19
 276.74886  0.411727E-19  0.420747E-19
 276.75625  0.412901E-19  0.421493E-19
 276.76363  0.414041E-19  0.421092E-19
 276.77102  0.415139E-19  0.425010E-19
 276.77841  0.416190E-19  0.421179E-19
 276.78580  0.417190E-19  0.419711E-19
 276.79319  0.418136E-19  0.422893E-19
 276.80058  0.419027E-19  0.418986E-19
 276.80797  0.419864E-19  0.420071E-19
 276.81536  0.420648E-19  0.422574E-19
 276.82275  0.421383E-19  0.423036E-19
 276.83015  0.422070E-19  0.422596E-19
 276.83754  0.422713E-19  0.422742E-19
 276.84493  0.423314E-19  0.425757E-19
 276.85232  0.423876E-19  0.424563E-19
 276.85972  0.424402E-19  0.425285E-19
 276.86711  0.424892E-19  0.426285E-19
 276.87450  0.425347E-19  0.423596E-19
 276.88190  0.425766E-19  0.426060E-19
 276.88929  0.426149E-19  0.428209E-19
 276.89669  0.426492E-19  0.424725E-19
 276.90409  0.426793E-19  0.424374E-19
 276.91148  0.427047E-19  0.428624E-19
 276.91888  0.427251E-19  0.429345E-19
 276.92627  0.427400E-19  0.426424E-19
 276.93367  0.427490E-19  0.425675E-19
 276.94107  0.427517E-19  0.425336E-19
 276.94847  0.427476E-19  0.426945E-19
 276.95587  0.427367E-19  0.431365E-19
 276.96327  0.427186E-19  0.430019E-19
 276.97066  0.426935E-19  0.425120E-19
 276.97806  0.426614E-19  0.425885E-19
 276.98546  0.426227E-19  0.429700E-19
 276.99286  0.425778E-19  0.428460E-19
 277.00027  0.425274E-19  0.428908E-19
 277.00767  0.424723E-19  0.429680E-19
 277.01507  0.424134E-19  0.427910E-19
 277.02247  0.423518E-19  0.430820E-19
 277.02987  0.422886E-19  0.428424E-19
 277.03728  0.422251E-19  0.427005E-19
 277.04468  0.421626E-19  0.430631E-19
 277.05208  0.421022E-19  0.431719E-19
 277.05949  0.420452E-19  0.431512E-19
 277.06689  0.419927E-19  0.428114E-19
 277.07430  0.419457E-19  0.428237E-19
 277.08170  0.419050E-19  0.429745E-19
 277.08911  0.418712E-19  0.433505E-19
 277.09651  0.418448E-19  0.432020E-19
 277.10392  0.418260E-19  0.428003E-19
 277.11133  0.418149E-19  0.431890E-19
 277.11873  0.418111E-19  0.429056E-19
 277.12614  0.418142E-19  0.430469E-19
 277.13355  0.418237E-19  0.431996E-19
 277.14096  0.418386E-19  0.430688E-19
 277.14837  0.418581E-19  0.431972E-19
 277.15578  0.418811E-19  0.430002E-19
 277.16319  0.419066E-19  0.435568E-19
 277.17060  0.419334E-19  0.432495E-19
 277.17801  0.419606E-19  0.429068E-19
 277.18542  0.419872E-19  0.433956E-19
 277.19283  0.420123E-19  0.432276E-19
 277.20024  0.420354E-19  0.431278E-19
 277.20765  0.420559E-19  0.429156E-19
 277.21506  0.420736E-19  0.432445E-19
 277.22248  0.420885E-19  0.436225E-19
 277.22989  0.421008E-19  0.435888E-19
 277.23730  0.421110E-19  0.435468E-19
 277.24472  0.421197E-19  0.430940E-19
 277.25213  0.421276E-19  0.432326E-19
 277.25955  0.421358E-19  0.434286E-19
 277.26696  0.421452E-19  0.433347E-19
 277.27438  0.421569E-19  0.432865E-19
 277.28179  0.421718E-19  0.432360E-19
 277.28921  0.421909E-19  0.435547E-19
 277.29663  0.422150E-19  0.435649E-19
 277.30404  0.422447E-19  0.433967E-19
 277.31146  0.422803E-19  0.434086E-19
 277.31888  0.423219E-19  0.433774E-19
 277.32630  0.423691E-19  0.433191E-19
 277.33372  0.424215E-19  0.431873E-19
 277.34113  0.424781E-19  0.433102E-19
 277.34855  0.425377E-19  0.433514E-19
 277.35597  0.425988E-19  0.432212E-19
 277.36339  0.426596E-19  0.433168E-19
 277.37081  0.427180E-19  0.431690E-19
 277.37824  0.427722E-19  0.433545E-19
 277.38566  0.428198E-19  0.434450E-19
 277.39308  0.428587E-19  0.432500E-19
 277.40050  0.428870E-19  0.436356E-19
 277.40792  0.429028E-19  0.435748E-19
 277.41535  0.429046E-19  0.434491E-19
 277.42277  0.428913E-19  0.433923E-19
 277.43019  0.428621E-19  0.434201E-19
 277.43762  0.428167E-19  0.436223E-19
 277.44504  0.427555E-19  0.432312E-19
 277.45247  0.426793E-19  0.433279E-19
 277.45989  0.425894E-19  0.434281E-19
 277.46732  0.424879E-19  0.432387E-19
 277.47475  0.423772E-19  0.431645E-19
 277.48217  0.422601E-19  0.432904E-19
 277.48960  0.421398E-19  0.434939E-19
 277.49703  0.420200E-19  0.430536E-19
 277.50446  0.419043E-19  0.432812E-19
 277.51188  0.417963E-19  0.436681E-19
 277.51931  0.416998E-19  0.435436E-19
 277.52674  0.416182E-19  0.436618E-19
 277.53417  0.415547E-19  0.434529E-19
 277.54160  0.415118E-19  0.432006E-19
 277.54903  0.414916E-19  0.433959E-19
 277.55646  0.414958E-19  0.436105E-19
 277.56389  0.415249E-19  0.433470E-19
 277.57132  0.415789E-19  0.433090E-19
 277.57876  0.416571E-19  0.432811E-19
 277.58619  0.417578E-19  0.433326E-19
 277.59362  0.418787E-19  0.436333E-19
 277.60105  0.420167E-19  0.435144E-19
 277.60849  0.421680E-19  0.435447E-19
 277.61592  0.423286E-19  0.434078E-19
 277.62336  0.424938E-19  0.435611E-19
 277.63079  0.426589E-19  0.437798E-19
 277.63822  0.428189E-19  0.436294E-19
 277.64566  0.429690E-19  0.437755E-19
 277.65310  0.431048E-19  0.437159E-19
 277.66053  0.432220E-19  0.435700E-19
 277.66797  0.433171E-19  0.432423E-19
 277.67541  0.433871E-19  0.435279E-19
 277.68284  0.434301E-19  0.437503E-19
 277.69028  0.434448E-19  0.434265E-19
 277.69772  0.434309E-19  0.436529E-19
 277.70516  0.433892E-19  0.435766E-19
 277.71260  0.433214E-19  0.435859E-19
 277.72004  0.432301E-19  0.434946E-19
 277.72748  0.431188E-19  0.435709E-19
 277.73492  0.429918E-19  0.437255E-19
 277.74236  0.428539E-19  0.434481E-19
 277.74980  0.427104E-19  0.438874E-19
 277.75724  0.425671E-19  0.439737E-19
 277.76468  0.424297E-19  0.437338E-19
 277.77212  0.423037E-19  0.437242E-19
 277.77957  0.421947E-19  0.437091E-19
 277.78701  0.421077E-19  0.438314E-19
 277.79445  0.420468E-19  0.437795E-19
 277.80190  0.420157E-19  0.439479E-19
 277.80934  0.420170E-19  0.440441E-19
 277.81678  0.420523E-19  0.438113E-19
 277.82423  0.421223E-19  0.441235E-19
 277.83167  0.422263E-19  0.445241E-19
 277.83912  0.423627E-19  0.440965E-19
 277.84657  0.425289E-19  0.440027E-19
 277.85401  0.427212E-19  0.440346E-19
 277.86146  0.429350E-19  0.441488E-19
 277.86891  0.431651E-19  0.446033E-19
 277.87636  0.434057E-19  0.442440E-19
 277.88380  0.436507E-19  0.442789E-19
 277.89125  0.438936E-19  0.442547E-19
 277.89870  0.441283E-19  0.443051E-19
 277.90615  0.443486E-19  0.446722E-19
 277.91360  0.445489E-19  0.443292E-19
 277.92105  0.447242E-19  0.446952E-19
 277.92850  0.448703E-19  0.446256E-19
 277.93595  0.449839E-19  0.443869E-19
 277.94340  0.450626E-19  0.447064E-19
 277.95086  0.451053E-19  0.446358E-19
 277.95831  0.451120E-19  0.447996E-19
 277.96576  0.450836E-19  0.449210E-19
 277.97321  0.450223E-19  0.450318E-19
 277.98067  0.449314E-19  0.451883E-19
 277.98812  0.448148E-19  0.453851E-19
 277.99557  0.446775E-19  0.450435E-19
 278.00303  0.445248E-19  0.449242E-19
 278.01048  0.443627E-19  0.453371E-19
 278.01794  0.441973E-19  0.449557E-19
 278.02539  0.440348E-19  0.450820E-19
 278.03285  0.438812E-19  0.452861E-19
 278.04031  0.437421E-19  0.452057E-19
 278.04776  0.436228E-19  0.452761E-19
 278.05522  0.435278E-19  0.453000E-19
 278.06268  0.434606E-19  0.455158E-19
 278.07014  0.434242E-19  0.453239E-19
 278.07760  0.434203E-19  0.451847E-19
 278.08506  0.434497E-19  0.452910E-19
 278.09251  0.435121E-19  0.458671E-19
 278.09997  0.436063E-19  0.456900E-19
 278.10743  0.437302E-19  0.453196E-19
 278.11490  0.438806E-19  0.460422E-19
 278.12236  0.440539E-19  0.457842E-19
 278.12982  0.442456E-19  0.458260E-19
 278.13728  0.444509E-19  0.459770E-19
 278.14474  0.446648E-19  0.457247E-19
 278.15220  0.448820E-19  0.461337E-19
 278.15967  0.450973E-19  0.459546E-19
 278.16713  0.453056E-19  0.459573E-19
 278.17459  0.455025E-19  0.459435E-19
 278.18206  0.456836E-19  0.457784E-19
 278.18952  0.458454E-19  0.460343E-19
 278.19699  0.459851E-19  0.461947E-19
 278.20445  0.461005E-19  0.463450E-19
 278.21192  0.461902E-19  0.462905E-19
 278.21939  0.462536E-19  0.462270E-19
 278.22685  0.462911E-19  0.461379E-19
 278.23432  0.463036E-19  0.461787E-19
 278.24179  0.462928E-19  0.463626E-19
 278.24925  0.462609E-19  0.464095E-19
 278.25672  0.462108E-19  0.463046E-19
 278.26419  0.461456E-19  0.462165E-19
 278.27166  0.460689E-19  0.465588E-19
 278.27913  0.459844E-19  0.465041E-19
 278.28660  0.458959E-19  0.463692E-19
 278.29407  0.458070E-19  0.467152E-19
 278.30154  0.457214E-19  0.467858E-19
 278.30901  0.456424E-19  0.467477E-19
 278.31648  0.455730E-19  0.466696E-19
 278.32395  0.455159E-19  0.465733E-19
 278.33143  0.454733E-19  0.467885E-19
 278.33890  0.454468E-19  0.468491E-19
 278.34637  0.454378E-19  0.467220E-19
 278.35384  0.454469E-19  0.467621E-19
 278.36132  0.454745E-19  0.466598E-19
 278.36879  0.455203E-19  0.469379E-19
 278.37627  0.455837E-19  0.470614E-19
 278.38374  0.456637E-19  0.466876E-19
 278.39122  0.457588E-19  0.469260E-19
 278.39869  0.458675E-19  0.469410E-19
 278.40617  0.459878E-19  0.469236E-19
 278.41365  0.461177E-19  0.470411E-19
 278.42112  0.462548E-19  0.468533E-19
 278.42860  0.463968E-19  0.471641E-19
 278.43608  0.465414E-19  0.471301E-19
 278.44356  0.466860E-19  0.470403E-19
 278.45104  0.468285E-19  0.471577E-19
 278.45851  0.469663E-19  0.468799E-19
 278.46599  0.470973E-19  0.471542E-19
 278.47347  0.472192E-19  0.472207E-19
 278.48095  0.473301E-19  0.469093E-19
 278.48843  0.474281E-19  0.470795E-19
 278.49592  0.475115E-19  0.471227E-19
 278.50340  0.475787E-19  0.471956E-19
 278.51088  0.476284E-19  0.472813E-19
 278.51836  0.476596E-19  0.473110E-19
 278.52584  0.476713E-19  0.473657E-19
 278.53333  0.476631E-19  0.471851E-19
 278.54081  0.476347E-19  0.473075E-19
 278.54829  0.475860E-19  0.472946E-19
 278.55578  0.475177E-19  0.472044E-19
